TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,LoginAttempts,TimeGap,TransactionHour,DBSCAN_Cluster
51.0,64.0,107.0,4943.16,1.0,926887.75,16.0,0
140.98,60.0,100.0,8127.48,1.0,761257.85,16.0,0
288.04,68.0,63.0,1748.02,1.0,630202.65,16.0,0
800.55,31.0,108.0,9660.22,1.0,791505.3,16.0,0
485.54,46.0,143.0,6371.51,1.0,916704.7833333333,17.0,0
521.15,54.0,214.0,9442.47,1.0,900831.4333333333,18.0,0
321.79,63.0,61.0,5959.2,1.0,654639.4666666667,17.0,0
304.93,65.0,158.0,13531.22,1.0,890864.8833333333,16.0,0
432.08,40.0,145.0,11500.62,1.0,664806.85,16.0,0
694.2,61.0,72.0,1389.37,1.0,479027.25,16.0,0
116.86000000000001,55.0,171.0,6706.56,1.0,856183.45,18.0,0
386.81,57.0,149.0,7175.29,1.0,880687.9666666667,18.0,0
74.88,25.0,202.0,420.6700000000001,1.0,762701.9333333333,16.0,0
195.76,75.0,99.0,7323.53,1.0,765592.4833333333,16.0,0
134.7,50.0,106.0,8395.85,1.0,634567.8166666667,16.0,0
890.24,33.0,161.0,5140.93,1.0,699243.8166666667,18.0,0
361.27,63.0,180.0,7945.57,1.0,961388.2333333333,17.0,0
131.56,44.0,42.0,5873.54,1.0,549564.5833333334,16.0,0
485.51,76.0,37.0,3074.45,1.0,491958.5833333333,16.0,0
547.87,64.0,131.0,6155.76,1.0,694975.0666666667,17.0,0
457.29999999999995,28.0,15.0,8318.29,1.0,715062.5333333333,18.0,0
506.24,58.0,64.0,230.09000000000015,1.0,951327.2333333333,16.0,0
486.59,57.0,119.0,2513.56,1.0,461714.75,16.0,0
163.68,41.0,292.0,10090.05,1.0,579830.0666666667,16.0,0
581.65,22.0,176.0,480.1899999999996,1.0,957074.6833333333,16.0,0
52.00999999999999,48.0,85.0,1120.88,1.0,522205.38333333336,16.0,0
630.24,21.0,62.0,370.8100000000004,1.0,490441.36666666664,18.0,0
523.74,43.0,159.0,13498.55,1.0,529410.25,16.0,0
705.6,40.0,124.0,14804.7,3.0,896487.35,18.0,-1
217.5,46.0,35.0,3057.4,1.0,543672.1666666666,18.0,0
91.48000000000002,51.0,141.0,14942.78,1.0,936918.7666666667,16.0,0
5.25,39.0,49.0,14143.32,1.0,513465.9666666667,18.0,0
54.03,56.0,161.0,6736.3,1.0,592730.8333333334,17.0,0
736.73,48.0,10.0,3313.07,1.0,493445.45,16.0,0
368.91,54.0,14.0,829.71,1.0,870620.5166666667,17.0,0
33.06,53.0,170.0,1540.87,1.0,945603.0333333333,16.0,0
66.5,32.0,144.0,6820.23,1.0,791483.1666666666,16.0,0
177.08,35.0,85.0,13475.14,1.0,961375.6166666667,17.0,0
588.54,32.0,130.0,714.4499999999998,1.0,916693.15,17.0,0
173.5,21.0,282.0,1306.9099999999999,1.0,543775.5333333333,17.0,0
78.32999999999996,56.0,189.0,7255.33,1.0,664795.1,16.0,0
40.660000000000025,59.0,156.0,1153.8400000000006,1.0,443042.65,16.0,0
97.22,77.0,55.0,6647.73,1.0,896560.9666666667,17.0,0
34.06999999999999,22.0,81.0,8709.77,1.0,523604.38333333336,17.0,0
492.06,23.0,74.0,857.8999999999996,1.0,549595.6833333333,16.0,0
842.01,53.0,185.0,509.4499999999998,1.0,602845.1,16.0,0
73.55000000000001,51.0,158.0,2812.06,1.0,957121.55,16.0,0
760.53,57.0,118.0,6179.91,1.0,614276.1666666666,18.0,0
273.08,26.0,134.0,6609.3,1.0,926878.8166666667,16.0,0
371.69,67.0,143.0,3484.32,1.0,457422.1666666667,16.0,0
218.96,18.0,13.000000000000014,754.21,1.0,621598.8,16.0,0
227.39,18.0,65.0,751.0900000000001,1.0,453073.2833333333,16.0,0
237.99,39.0,86.0,8510.09,1.0,785726.4166666666,16.0,0
186.6,58.0,13.000000000000014,1508.7200000000003,1.0,703659.0166666667,16.0,0
341.15,18.0,148.0,511.3699999999999,1.0,906651.9,17.0,0
434.58,59.0,215.0,12648.32,1.0,611499.6166666667,16.0,0
312.88,54.0,44.0,233.21000000000004,1.0,759714.55,18.0,0
75.15,23.0,154.0,1092.92,1.0,594159.6166666667,17.0,0
23.30000000000001,59.0,161.0,6711.15,1.0,644514.4666666667,18.0,0
47.379999999999995,25.0,61.0,459.3699999999999,1.0,913788.9666666667,18.0,0
512.81,79.0,30.0,6994.34,1.0,682034.95,16.0,0
488.15,43.0,168.0,7071.09,1.0,664810.2166666667,16.0,0
12.819999999999993,44.0,156.0,9045.19,1.0,833131.25,18.0,0
66.9,79.0,129.0,5238.71,4.0,815959.9,16.0,1
535.91,43.0,22.0,9642.12,1.0,699332.6166666667,16.0,0
270.72,26.0,53.0,6263.96,1.0,705010.0833333334,18.0,0
97.98000000000002,72.0,18.0,7460.33,1.0,916798.9166666666,16.0,0
196.08,61.0,98.0,4233.82,1.0,628754.05,16.0,0
251.18,42.0,246.0,8303.9,1.0,751156.7333333333,16.0,0
44.52000000000004,28.0,205.0,314.27999999999975,1.0,844660.05,18.0,0
178.87,35.0,180.0,5241.23,1.0,764166.3666666667,16.0,0
1176.28,54.0,174.0,323.6899999999996,5.0,460323.70000000007,16.0,-1
386.68,46.0,128.0,6863.06,1.0,532278.45,16.0,0
167.14,76.0,20.0,3877.73,1.0,805772.95,18.0,0
345.22,69.0,253.0,4046.58,1.0,612911.8166666667,16.0,0
74.85,72.0,117.0,2409.73,1.0,453052.68333333335,17.0,0
671.73,58.0,54.0,5211.88,1.0,553916.1666666666,16.0,0
255.04,45.0,152.0,6217.86,1.0,499195.65,16.0,0
45.77000000000001,25.0,109.0,5978.12,1.0,912377.6333333333,17.0,0
329.69,26.0,66.0,1671.6599999999999,1.0,957075.3166666667,16.0,0
362.04,58.0,198.0,8421.88,2.0,695011.6,16.0,0
11.920000000000016,53.0,52.0,14611.9,1.0,563902.45,17.0,0
47.41999999999999,64.0,28.0,8253.52,1.0,461722.8,16.0,0
35.99000000000001,63.0,129.0,4489.79,1.0,942715.0833333334,16.0,0
151.19,37.0,96.0,11903.82,1.0,790086.6666666666,16.0,0
242.62,22.0,234.0,483.02000000000044,1.0,695006.9,16.0,0
48.72,21.0,17.0,816.0799999999999,1.0,578232.9833333333,18.0,0
43.46000000000001,25.0,80.0,578.0599999999995,1.0,679148.05,17.0,0
1036.2099999999998,25.0,126.0,477.3000000000002,1.0,679038.1333333333,18.0,0
443.78999999999996,53.0,87.0,3133.8499999999995,1.0,563863.2,18.0,0
365.14,68.0,57.0,5894.09,1.0,487520.95000000007,18.0,0
757.41,22.0,37.0,9532.42,1.0,790057.1666666666,16.0,0
20.54000000000002,51.0,72.0,5327.03,1.0,634438.0666666667,18.0,0
475.36,34.0,105.0,2000.6,1.0,574083.8333333334,16.0,0
34.74000000000001,56.0,24.0,6827.57,1.0,715170.7,16.0,0
689.54,27.0,93.0,1633.7600000000002,1.0,876441.9333333333,16.0,0
211.18,73.0,90.0,4069.17,1.0,553922.05,16.0,0
211.36,51.0,286.0,7943.47,1.0,502067.48333333334,16.0,0
744.41,39.0,107.0,8842.47,1.0,664775.4666666667,16.0,0
61.43000000000001,24.0,170.0,1882.77,1.0,710871.6833333333,16.0,0
167.44,37.0,82.0,12526.71,1.0,584159.5166666667,16.0,0
361.46,21.0,83.0,4737.84,1.0,830327.6166666667,17.0,0
378.85,78.0,126.0,2300.53,1.0,729527.8666666667,17.0,0
241.11,30.0,55.0,12385.05,1.0,729569.4333333333,16.0,0
131.93,31.0,13.000000000000014,4547.06,1.0,604235.6666666666,17.0,0
20.28000000000003,36.0,213.0,2047.83,1.0,681987.4,17.0,0
415.88,70.0,170.0,10008.33,1.0,801517.75,17.0,0
49.99000000000001,62.0,139.0,2299.64,1.0,912374.2666666667,17.0,0
1221.65,27.0,153.0,243.92000000000007,1.0,581235.1,16.0,0
100.66,50.0,144.0,14473.33,1.0,729433.0666666667,18.0,0
485.54,19.0,148.0,1533.3199999999997,1.0,477563.35,16.0,0
321.15,46.0,179.0,7005.05,1.0,910979.8833333333,17.0,0
711.3,21.0,51.0,955.3999999999996,1.0,715031.9166666666,18.0,0
12.230000000000018,42.0,139.0,7844.88,1.0,559685.2666666667,16.0,0
350.94,20.0,64.0,221.5600000000004,1.0,533692.7333333333,17.0,0
301.85,54.0,25.0,6586.19,1.0,814466.25,17.0,0
29.339999999999975,65.0,30.0,3944.82,1.0,872074.5666666667,17.0,0
231.71,27.0,148.0,1127.98,1.0,805865.9,17.0,0
179.43,58.0,244.0,2626.63,1.0,648829.2,18.0,0
36.70999999999998,48.0,55.0,6459.38,1.0,926819.85,17.0,0
138.12,53.0,281.0,1649.69,1.0,824572.55,17.0,0
233.24,33.0,72.0,6939.23,1.0,815951.55,16.0,0
609.14,39.0,177.0,9033.87,1.0,499201.9,16.0,0
436.64,31.0,111.0,14365.18,1.0,453021.98333333334,17.0,0
870.4300000000001,29.0,55.0,10115.18,1.0,752593.5333333333,16.0,0
354.4,74.0,128.0,7358.65,1.0,523606.8666666667,17.0,0
22.629999999999995,53.0,112.0,4438.03,1.0,896562.6833333333,17.0,0
182.19,26.0,53.0,1176.1,1.0,725250.0333333333,16.0,0
126.81,26.0,290.0,5427.98,1.0,533714.35,16.0,0
288.17,37.0,50.0,3653.11,1.0,608601.4166666666,16.0,0
118.76999999999995,55.0,123.0,2104.82,1.0,573986.4,17.0,0
651.82,21.0,166.0,1802.77,1.0,820207.3166666667,17.0,0
66.65000000000003,37.0,33.0,3559.96,1.0,552432.0166666667,16.0,0
98.53,69.0,166.0,3564.8,1.0,947019.5166666667,16.0,0
138.94999999999996,71.0,30.0,6752.92,1.0,749719.9,16.0,0
33.889999999999986,26.0,177.0,1444.75,1.0,517921.0333333333,16.0,0
23.70999999999998,58.0,164.0,10788.89,1.0,594244.4,16.0,0
1830.0,55.0,238.0,2235.7,1.0,883660.0166666667,16.0,-1
26.060000000000002,65.0,283.0,12893.63,1.0,458830.6,17.0,0
17.069999999999993,27.0,44.0,2798.15,1.0,795774.2166666667,17.0,0
703.89,46.0,62.0,3583.67,1.0,588444.4833333333,16.0,0
1271.9,47.0,155.0,2120.8,1.0,624446.2,16.0,0
26.55000000000001,77.0,228.0,3085.38,1.0,591281.95,17.0,0
147.4,42.0,259.0,6797.71,1.0,739676.45,16.0,0
202.11,27.0,18.0,746.4700000000003,1.0,841920.5833333334,16.0,0
308.42,75.0,39.0,5427.81,1.0,794392.2,16.0,0
11.180000000000007,53.0,144.0,7467.3,1.0,886531.4833333333,16.0,0
294.15,38.0,136.0,6362.16,1.0,922547.8166666667,16.0,0
29.579999999999984,54.0,121.0,8345.26,1.0,533656.7,17.0,0
139.45,27.0,31.0,1305.7600000000002,1.0,695007.05,16.0,0
432.63,29.0,137.0,13648.36,1.0,709379.7666666667,17.0,0
131.43,43.0,65.0,1337.5,1.0,923844.8666666667,18.0,0
516.72,42.0,128.0,2015.69,1.0,563848.5166666667,18.0,0
121.82,69.0,123.0,8354.54,3.0,915287.7166666667,17.0,0
374.5,26.0,178.0,1671.5100000000002,1.0,674843.1,16.0,0
166.13,68.0,227.0,11822.53,1.0,611470.3,17.0,0
626.9,23.0,146.0,587.1099999999997,1.0,562529.35,16.0,0
466.85,56.0,165.0,5422.53,1.0,684912.35,16.0,0
788.84,58.0,231.0,1913.73,1.0,772749.1333333333,17.0,0
873.6500000000001,37.0,59.0,12139.83,1.0,851971.2833333333,16.0,0
525.28,69.0,134.0,4693.6,1.0,836132.25,16.0,0
110.17000000000002,30.0,137.0,464.1999999999998,1.0,610083.9833333333,16.0,0
632.69,80.0,76.0,4363.74,1.0,602860.8,16.0,0
124.35,72.0,90.0,3319.76,1.0,477572.3333333333,16.0,0
43.849999999999994,62.0,122.0,4356.98,1.0,866381.7333333333,16.0,0
283.81,28.0,29.0,1519.35,1.0,872138.8666666667,16.0,0
168.53,71.0,112.0,5962.58,1.0,732461.45,16.0,0
218.59,40.0,123.0,6699.23,1.0,493403.73333333334,16.0,0
132.84,21.0,143.0,822.7299999999996,1.0,634540.3833333333,16.0,0
157.37,42.0,289.0,13964.31,1.0,510675.7666666667,16.0,0
144.77,20.0,159.0,867.3199999999997,1.0,684922.5166666667,16.0,0
643.22,64.0,93.0,1035.8599999999997,1.0,792903.2333333333,17.0,0
1392.54,41.0,297.0,13347.69,1.0,503478.01666666666,16.0,0
208.07,32.0,36.0,8478.9,1.0,695000.5166666667,16.0,0
94.30000000000001,57.0,57.0,11088.95,1.0,453014.3,17.0,0
295.5,59.0,36.0,6280.66,1.0,499087.13333333336,18.0,0
30.230000000000018,44.0,99.0,481.1300000000001,1.0,523578.68333333335,17.0,0
112.05000000000001,26.0,159.0,1122.8799999999997,1.0,539512.3166666667,16.0,0
180.24,58.0,144.0,8431.23,1.0,705065.4833333333,17.0,0
13.70999999999998,38.0,148.0,8342.79,1.0,753976.9166666666,17.0,0
96.54000000000002,58.0,95.0,7182.22,1.0,866324.2333333333,17.0,0
79.35,67.0,70.0,1692.15,1.0,755467.2666666667,17.0,0
